Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/Politics-Comment,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,336.4643,338.5966,1,2133,0.337962963,0.244444441,1,0,0,four_blue_stars,338.5968,339.5968,0,5,5,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,339.5973,341.6302,1,2033,-0.366666653,0.215740734,1,0,0,one_red_dot,341.6303,342.6308,0,6,6,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,342.6368,344.9308,0,2294,0.086111139,0.226851852,1,0,0,three_green_crosses,344.9316,345.9306,0,0,0,21,1,number,images/2greenDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,345.9311,348.4138,1,2483,0.377777806,0.235185182,1,0,0,four_blue_stars,348.4145,349.4139,0,1,1,62,1,number,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,349.4146,352.0309,0,2616,0.384259259,0.259259259,1,0,0,four_blue_stars,352.032,353.0308,0,2,2,30,1,number,images/2yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,353.0311,355.8143,0,2783,-0.348148134,0.229629623,1,0,0,one_red_dot,355.8145,356.8143,0,3,3,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,356.8149,359.3532,0,2538,0.10092594,0.231481481,1,0,0,three_green_crosses,359.3534,360.3483,0,4,4,53,1,number,images/4greenDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,360.3491,362.2315,1,1882,0.10092594,0.231481481,1,0,0,three_green_crosses,362.2325,363.2314,0,5,5,34,1,number,images/3blueStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,363.2323,365.5357,1,2304,-0.427777785,0.215740734,1,0,0,one_red_dot,365.5358,366.5319,0,6,6,11,1,number,images/1redTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,366.5389,368.8372,1,2298,0.357407464,0.221296293,1,0,0,four_blue_stars,368.8373,369.8319,0,0,0,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,369.8327,372.2818,1,2449,-0.091666681,0.237962952,1,0,0,two_yellow_triangles,372.2819,373.2821,0,1,1,21,1,number,images/2greenDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,373.283,375.382,1,2099,-0.079629616,0.238888882,1,0,0,two_yellow_triangles,375.3821,376.3822,0,2,2,18,1,number,images/2blueStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,376.3828,378.4492,1,2066,0.069444444,0.233333323,1,0,0,three_green_crosses,378.4495,379.4493,0,3,3,38,1,number,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,379.4503,381.416,1,1966,-0.083333333,0.267592589,1,0,0,two_yellow_triangles,381.4161,382.4156,0,4,4,26,1,number,images/2redStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,382.416,384.5323,1,2116,-0.375,0.236111111,1,0,0,one_red_dot,384.5325,385.5326,0,5,5,11,1,number,images/1redTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,385.5334,387.8327,1,2299,-0.310185185,0.226851852,1,0,0,one_red_dot,387.8328,388.8327,0,6,6,2,1,number,images/1blueStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,388.8383,390.9829,0,2145,-0.161111125,0.225925922,1,0,0,two_yellow_triangles,390.9834,391.9828,0,0,0,30,1,shape,images/2yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,391.9834,395.35,0,3367,0.319444444,0.222222222,1,0,0,four_blue_stars,395.3504,396.3498,0,1,1,33,1,shape,images/3blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,396.3502,398.583,1,2233,-0.114814829,0.238888882,1,0,0,two_yellow_triangles,398.5836,399.5832,0,2,2,55,1,shape,images/4greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,399.5837,402.0504,1,2467,-0.389814801,0.274999989,1,0,0,one_red_dot,402.0505,403.0501,0,3,3,57,1,shape,images/4redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,403.0506,406.2056,1,3155,0.058333362,0.238888882,1,0,0,three_green_crosses,406.2057,407.2044,0,4,4,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,407.205,409.717,1,2512,-0.088888875,0.25833333,1,0,0,two_yellow_triangles,409.7172,410.7176,0,5,5,35,1,shape,images/3blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,410.7182,413.584,1,2866,0.337037122,0.261111101,1,0,0,four_blue_stars,413.5841,414.5843,0,6,6,2,1,shape,images/1blueStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,414.5915,417.8177,0,3226,-0.312962956,0.227777781,1,0,0,one_red_dot,417.8188,418.8176,0,0,0,17,1,colour,images/2blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,418.8181,420.7178,1,1900,-0.092592593,0.211111104,1,0,0,two_yellow_triangles,420.7186,421.7179,0,1,1,28,1,colour,images/2yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,421.7184,424.7347,0,3016,-0.142592607,0.227777781,1,0,0,two_yellow_triangles,424.7354,425.7351,0,2,2,23,1,colour,images/2greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,425.7356,428.7354,0,3000,0.346296381,0.24166667,1,0,0,four_blue_stars,428.7356,429.7351,0,3,3,52,1,colour,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,429.7365,431.7849,1,2049,0.112037023,0.252777771,1,0,0,three_green_crosses,431.7856,432.7852,0,4,4,5,1,colour,images/1greenDot.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,432.7859,435.2018,1,2416,0.37037037,0.240740741,1,0,0,four_blue_stars,435.202,436.2017,0,5,5,1,1,colour,images/1blueDot.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,436.2025,438.1853,1,1983,-0.086111069,0.227777781,1,0,0,two_yellow_triangles,438.1854,439.1855,0,6,6,15,1,colour,images/1yellowTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,Item 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2132,632.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.2148,643.4641,space,10.2207,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,1,6,5,3,3,4,2,6,4,5,3,6,5,5,5,2,2,1,Social interaction,"Yes, most of it.","It was about what I expected or maybe slightly better, given that I tend to avoid social interaction these days",No,Item 3,1,,
,69ef51b8a9c05edba3923015,67,6aa09bb296af1050f055ee3b,2026-09-10_05h37.54.861,Reading the Room,2026.1.3,Win32,59.88023952,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.6675,922.6616
