Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/Politics-Comment,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,276.3764,280.0253,0,3650,-0.185425347,0.214492187,1,0,0,two_yellow_triangles,280.0277,281.0259,0,4,4,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,281.0271,283.0928,1,2065,-0.160946181,0.216875,1,0,0,two_yellow_triangles,283.0956,284.0218,0,5,5,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,284.0223,286.4094,1,2387,0.301653646,0.220655382,1,0,0,four_blue_stars,286.4099,287.408,0,6,6,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,287.4198,289.5612,1,2141,-0.351940104,0.246818576,1,0,0,one_red_dot,289.5615,290.5602,0,0,0,9,1,colour,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,290.5615,293.36,0,2799,-0.091037326,0.224231771,1,0,0,two_yellow_triangles,293.3625,294.3584,0,1,1,18,1,colour,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,294.3596,296.8269,0,2468,-0.082717014,0.197565104,1,0,0,two_yellow_triangles,296.827,297.9673,0,2,2,26,1,colour,images/2redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,297.9677,300.2276,1,2260,0.37625,0.220099826,1,0,0,four_blue_stars,300.2286,301.2255,0,3,3,51,1,colour,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,301.2267,304.1592,1,2933,0.155442708,0.21672309,1,0,0,three_green_crosses,304.1594,305.0152,0,4,4,22,1,colour,images/2greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,305.0158,308.1775,0,3162,-0.096219618,0.245199653,1,0,0,two_yellow_triangles,308.1792,309.1775,0,5,5,17,1,colour,images/2blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,309.1791,311.5274,0,2349,0.092851562,0.238602431,1,0,0,three_green_crosses,311.5276,312.5278,0,6,6,45,1,colour,images/3yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,312.5424,315.194,0,2652,0.373081597,0.221436632,1,0,0,four_blue_stars,315.1948,316.1948,0,0,0,55,1,shape,images/4greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,316.1957,318.2435,0,2048,0.086905382,0.176814236,1,0,0,three_green_crosses,318.2441,319.2448,0,1,1,22,1,shape,images/2greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,319.246,321.0452,1,1800,0.086905382,0.176814236,1,0,0,three_green_crosses,321.0471,322.0436,0,2,2,44,1,shape,images/3yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,322.0446,324.0603,1,2016,-0.305616319,0.264049479,1,0,0,one_red_dot,324.0605,325.0605,0,3,3,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,325.0616,328.7943,1,3733,0.075143229,0.263689236,1,0,0,three_green_crosses,328.7958,329.7955,0,4,4,8,1,shape,images/1redCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,329.7968,333.0459,1,3250,-0.377078993,0.207209201,1,0,0,one_red_dot,333.046,334.0457,0,5,5,49,1,shape,images/4blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,334.0472,336.4779,1,2432,-0.150750868,0.208715278,1,0,0,two_yellow_triangles,336.4781,337.4781,0,6,6,47,1,shape,images/3yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,337.4929,341.3954,0,3903,-0.323085937,0.19844184,1,0,0,one_red_dot,341.3968,342.3951,0,0,0,57,1,number,images/4redDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,342.3964,344.362,1,1966,-0.323085937,0.19844184,1,0,0,one_red_dot,344.3639,345.362,0,1,1,12,1,number,images/1yellowCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,345.3631,348.1622,1,2800,-0.107894965,0.233715278,1,0,0,two_yellow_triangles,348.1624,349.1634,0,2,2,24,1,number,images/2redCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,349.1646,351.9958,1,2832,-0.337061632,0.242456597,1,0,0,one_red_dot,351.9965,352.9957,0,3,3,0,1,number,images/1blueCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,352.997,355.9656,0,2969,0.145824653,0.15983941,1,0,0,three_green_crosses,355.9684,356.964,0,4,4,20,1,number,images/2greenCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,356.9652,359.8305,1,2866,-0.124500868,0.195143229,1,0,0,two_yellow_triangles,359.8333,360.8299,0,5,5,28,1,number,images/2yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,360.8313,363.0299,1,2199,0.076263021,0.225147569,1,0,0,three_green_crosses,363.0302,364.0299,0,6,6,39,1,number,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,364.0428,366.5467,1,2504,0.465585937,0.249288194,1,0,0,four_blue_stars,366.5469,367.5482,0,0,0,48,1,colour,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,367.5501,372.2305,0,4682,-0.045993924,0.226883681,1,0,0,two_yellow_triangles,372.2325,373.232,0,1,1,22,1,colour,images/2greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,373.2332,375.4986,1,2266,-0.29546875,0.192486979,1,0,0,one_red_dot,375.4999,376.4993,0,2,2,9,1,colour,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,376.5012,380.7978,0,4297,-0.110247396,0.17499566,1,0,0,two_yellow_triangles,380.8008,381.7989,0,3,3,26,1,colour,images/2redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,381.8006,384.9333,0,3133,-0.343424479,0.195690104,1,0,0,one_red_dot,384.9335,385.9333,0,4,4,13,1,colour,images/1yellowDot.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,385.9349,388.6985,0,2764,0.349813368,0.25812934,1,0,0,four_blue_stars,388.6992,389.7002,0,5,5,57,1,colour,images/4redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,389.7018,392.1832,1,2482,-0.15937934,0.283085937,1,0,0,two_yellow_triangles,392.1849,393.182,0,6,6,31,1,colour,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,Item 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.4334,507.4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.4302,517.9769,space,9.5195,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,1,1,4,7,4,1,1,5,5,1,7,1,4,1,4,7,4,7,social cues,yes,that I have have interpretation and social skills apparently ,no,Item 3,1,,
,62a1ef4b118ae7c6c666e130,34,6aa09bb296af1050f055ee3b,2026-09-10_03h52.37.587,Reading the Room,2026.1.3,MacIntel,59.99880002,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.01,709.0048
