Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,308.9655,311.2333,0,2268,-0.096701368,0.272222217,1,0,0,two_yellow_triangles,311.2342,312.2336,0,0,0,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,312.2345,314.6511,1,2417,0.137326431,0.222222201,1,0,0,three_green_crosses,314.6516,315.6497,0,1,1,0,1,shape,images/1blueCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,315.6499,318.2928,1,2643,-0.202951368,0.266666667,1,0,0,two_yellow_triangles,318.293,319.2952,0,2,2,59,1,shape,images/4redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,319.2959,321.8223,1,2526,0.145659765,0.317361101,1,0,0,three_green_crosses,321.8226,322.8243,0,3,3,48,1,shape,images/4blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,322.825,325.0315,1,2207,-0.455729167,0.236111101,1,0,0,one_red_dot,325.0315,326.0337,0,4,4,57,1,shape,images/4redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,326.0347,330.0772,1,4043,-0.096006902,0.26180555,1,0,0,two_yellow_triangles,330.0774,331.0784,0,5,5,63,1,shape,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,331.079,333.7634,1,2685,-0.408506934,0.239583333,1,0,0,one_red_dot,333.7634,334.762,0,6,6,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,334.7684,338.216,1,3448,-0.342534701,0.225,1,0,0,one_red_dot,338.2162,339.2173,0,0,0,25,1,colour,images/2redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,339.2179,344.3073,1,5089,-0.075173569,0.297916667,1,0,0,two_yellow_triangles,344.3075,345.3062,0,1,1,13,1,colour,images/1yellowDot.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,345.3069,348.0147,1,2708,-0.384895833,0.291666667,1,0,0,one_red_dot,348.0147,349.0118,0,2,2,26,1,colour,images/2redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,349.0127,352.1052,1,3093,0.163715299,0.240972217,1,0,0,three_green_crosses,352.1054,353.1034,0,3,3,54,1,colour,images/4greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,353.1045,355.8671,1,2763,-0.330729167,0.222222201,1,0,0,one_red_dot,355.8672,356.8713,0,4,4,11,1,colour,images/1redTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,356.8719,359.2981,1,2426,0.137326431,0.253472217,1,0,0,three_green_crosses,359.2982,360.2973,0,5,5,7,1,colour,images/1greenTriangle.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,360.2979,363.3108,1,3013,0.119965299,0.223611101,1,0,0,three_green_crosses,363.3109,364.31,0,6,6,52,1,colour,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,364.3149,366.8103,0,2495,0.1046875,0.195833333,1,0,0,three_green_crosses,366.8108,367.8045,0,0,0,22,1,number,images/2greenStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,367.8053,371.2417,0,3436,0.1046875,0.195833333,1,0,0,three_green_crosses,371.2418,372.244,0,1,1,0,1,number,images/1blueCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,372.2446,374.216,1,1972,-0.110590235,0.206944434,1,0,0,two_yellow_triangles,374.2164,375.2162,0,2,2,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,375.2168,377.5138,1,2297,0.438715363,0.211111101,1,0,0,four_blue_stars,377.514,378.5098,0,3,3,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,378.5106,380.9019,1,2391,0.3234375,0.203472201,1,0,0,four_blue_stars,380.902,381.9041,0,4,4,56,1,number,images/4redCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,381.9049,384.2553,1,2351,0.372048696,0.245138884,1,0,0,four_blue_stars,384.2556,385.2514,0,5,5,51,1,number,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,385.2523,387.2259,1,1974,0.334548696,0.197222201,1,0,0,four_blue_stars,387.2262,388.2209,0,6,6,48,1,number,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,388.2276,390.1889,0,1961,0.1484375,0.209027767,1,0,0,three_green_crosses,390.1896,391.1834,0,0,0,43,1,shape,images/3redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,391.1843,393.5067,1,2323,-0.356423601,0.244444434,1,0,0,one_red_dot,393.5074,394.5042,0,1,1,1,1,shape,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,394.5053,396.6439,0,2139,0.107465299,0.227777767,1,0,0,three_green_crosses,396.6446,397.6382,0,2,2,42,1,shape,images/3redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,397.6387,401.0139,1,3375,0.380382029,0.233333333,1,0,0,four_blue_stars,401.0147,402.0124,0,3,3,30,1,shape,images/2yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,402.0133,403.9827,1,1969,-0.398784701,0.261111101,1,0,0,one_red_dot,403.9829,404.9784,0,4,4,9,1,shape,images/1redDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,404.9792,407.2048,1,2226,-0.381423601,0.247222217,1,0,0,one_red_dot,407.2049,408.2065,0,5,5,25,1,shape,images/2redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,408.2071,411.7876,1,3581,0.113020833,0.217361101,1,0,0,three_green_crosses,411.7877,412.7822,0,6,6,8,1,shape,images/1redCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,Item 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.4612,626.4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.4601,633.5175,space,6.0409,0.0006,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,6,5,4,2,1,1,5,3,2,7,3,2,2,3,7,4,7,I believe the pattern recognition task felt like an evaluation.,I did not believe it and thought it was a study manipulation.,Looking at the effect of perceived social intelligence on dependence on other people and social confidence.,Yes I do not believe the social intelligence feedback was genuine. I was skeptical of the assessment and my score. I have also completed studies in the past with feedback manipulation.,Item 2,1,,
,691d38f81ac511c57d68f093,50,6aa09bb296af1050f055ee3b,2026-09-10_13h48.02.744,Reading the Room,2026.1.3,Win32,250,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.2236,1093.2201
