Participant_Info_Consent.block_1/Consent,participant,session,STUDY_ID,date,expName,psychopyVersion,OS,frameRate,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,320.7529,322.7688,1,2016,-0.077812797,0.230809642,1,0,0,two_yellow_triangles,322.7694,323.7687,0,5,5,29,1,colour,images/2yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,323.7694,326.019,1,2250,0.123028391,0.195057818,1,0,0,three_green_crosses,326.0192,327.0186,0,6,6,55,1,colour,images/4greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,327.0248,329.8856,1,2861,0.369085174,0.280231319,1,0,0,four_blue_stars,329.8857,330.8852,0,0,0,49,1,number,images/4blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,330.8859,334.302,1,3416,-0.167192429,0.226603559,1,0,0,two_yellow_triangles,334.3022,335.3022,0,1,1,20,1,number,images/2greenCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,335.3027,338.5185,1,3216,-0.071503648,0.228706625,1,0,0,two_yellow_triangles,338.5187,339.5183,0,2,2,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,339.5189,342.935,1,3416,-0.357518386,0.250788644,1,0,0,one_red_dot,342.9351,343.9351,0,3,3,0,1,number,images/1blueCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,343.9357,347.3683,1,3433,-0.141955836,0.228706625,1,0,0,two_yellow_triangles,347.3685,348.3682,0,4,4,23,1,number,images/2greenTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,348.3688,352.5347,1,4166,-0.141955836,0.228706625,1,0,0,two_yellow_triangles,352.5348,353.5345,0,5,5,24,1,number,images/2redCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,353.5354,355.9018,1,2366,0.060988465,0.231861199,1,0,0,three_green_crosses,355.9019,356.9014,0,6,6,36,1,number,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,356.9097,359.0181,1,2108,0.296529968,0.219242902,1,0,0,four_blue_stars,359.0183,360.0181,0,0,0,2,1,shape,images/1blueStar.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,360.0189,361.9847,0,1966,-0.094637224,0.227655068,1,0,0,two_yellow_triangles,361.9855,362.9847,0,1,1,44,1,shape,images/3yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,362.9855,365.1515,0,2166,-0.368033617,0.257097792,1,0,0,one_red_dot,365.1518,366.1512,0,2,2,11,1,shape,images/1redTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,366.1519,368.2678,0,2116,0.386961158,0.202418475,1,0,0,four_blue_stars,368.2679,369.2683,0,3,3,3,1,shape,images/1blueTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,369.2694,371.2012,0,1932,-0.33964245,0.197160883,1,0,0,one_red_dot,371.2018,372.2011,0,4,4,8,1,shape,images/1redCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,372.2016,374.5843,0,2383,-0.049421629,0.250788644,1,0,0,two_yellow_triangles,374.5846,375.5844,0,5,5,16,1,shape,images/2blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,375.5853,380.2009,0,4616,0.098843355,0.207676114,1,0,0,three_green_crosses,380.2011,381.2009,0,6,6,47,1,shape,images/3yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,381.2078,390.5006,0,9293,-0.03785489,0.200315457,1,0,0,two_yellow_triangles,390.5008,391.5007,0,0,0,12,1,number,images/1yellowCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,391.5014,394.7174,1,3216,0.322818118,0.20452154,1,0,0,four_blue_stars,394.7183,395.717,0,1,1,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,395.7178,397.5172,1,1800,0.322818118,0.20452154,1,0,0,four_blue_stars,397.5175,398.5169,0,2,2,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,398.518,400.4174,1,1900,0.192429022,0.20452154,1,0,0,three_green_crosses,400.4176,401.4169,0,3,3,40,1,number,images/3redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,401.4178,403.4502,1,2033,-0.125131408,0.227655068,1,0,0,two_yellow_triangles,403.4504,404.4501,0,4,4,19,1,number,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,404.4509,406.7505,1,2300,-0.370136682,0.261303875,1,0,0,one_red_dot,406.7507,407.7502,0,5,5,2,1,number,images/1blueStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,407.7511,409.7839,1,2033,0.087276615,0.187697161,1,0,0,three_green_crosses,409.7842,410.7834,0,6,6,42,1,number,images/3redStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,410.792,412.6337,0,1842,-0.123028391,0.20452154,1,0,0,two_yellow_triangles,412.6347,413.6334,0,0,0,21,1,colour,images/2greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,413.6342,416.0165,1,2382,0.362776025,0.216088328,1,0,0,four_blue_stars,416.0171,417.0166,0,1,1,18,1,colour,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,417.0174,419.0832,1,2066,-0.080967371,0.223448985,1,0,0,two_yellow_triangles,419.0834,420.0831,0,2,2,15,1,colour,images/1yellowTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,420.0837,421.8502,1,1766,0.125131505,0.222397476,1,0,0,three_green_crosses,421.8504,422.8497,0,3,3,53,1,colour,images/4greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,422.8503,425.2497,1,2399,-0.069400631,0.222397476,1,0,0,two_yellow_triangles,425.2499,426.2496,0,4,4,28,1,colour,images/2yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,426.2503,428.3163,1,2066,-0.34384858,0.231861199,1,0,0,one_red_dot,428.3166,429.3162,0,5,5,11,1,colour,images/1redTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,429.3169,431.7166,1,2400,-0.130389,0.157202928,1,0,0,two_yellow_triangles,431.7168,432.7164,0,6,6,46,1,colour,images/3yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,Item 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.7466,610.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.7473,620.8798,space,9.1202,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,4,4,5,3,1,1,7,3,6,2,2,2,2,4,6,6,6,Examining Social behaviour,"Yes, because of the timelimit.",that i am not good in social circumstances.,no,Item 1,1,,
,66153c0fa6528780d7237c29,73,6aa09bb296af1050f055ee3b,2026-09-10_14h58.10.983,Reading the Room,2026.1.3,Win32,60.24096386,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.3227,942.8092
