Participant_Info_Consent.block_1/Consent,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,270.4218,272.9151,0,2493,0.063802083,0.231770833,1,0,0,three_green_crosses,272.9161,273.9085,0,0,0,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,273.91,277.6753,0,3765,0.354166667,0.229166667,1,0,0,four_blue_stars,277.6757,278.6745,0,1,1,30,1,number,images/2yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,278.6753,282.9911,1,4316,0.157552083,0.190104167,1,0,0,three_green_crosses,282.9929,283.9922,0,2,2,34,1,number,images/3blueStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,283.994,286.4468,1,2454,-0.044270833,0.21484375,1,0,0,two_yellow_triangles,286.447,287.4409,0,3,3,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,287.4425,289.7415,1,2299,0.157552083,0.225260417,1,0,0,three_green_crosses,289.742,290.7409,0,4,4,33,1,number,images/3blueDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,290.7426,292.807,1,2065,0.157552083,0.225260417,1,0,0,three_green_crosses,292.8074,293.8066,0,5,5,38,1,number,images/3greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,293.8085,295.8906,1,2082,0.326822917,0.234375,1,0,0,four_blue_stars,295.8911,296.8905,0,6,6,48,1,number,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,296.9003,298.7908,0,1890,0.13671875,0.236979167,1,0,0,three_green_crosses,298.793,299.7892,0,0,0,37,1,shape,images/3greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,299.7902,306.5589,1,6769,0.13671875,0.236979167,1,0,0,three_green_crosses,306.5598,307.5555,0,1,1,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,307.5572,311.1408,1,3584,-0.356770833,0.30078125,1,0,0,one_red_dot,311.1411,312.1383,0,2,2,49,1,shape,images/4blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,312.1393,314.6728,1,2533,-0.161458333,0.251302083,1,0,0,two_yellow_triangles,314.6736,315.6719,0,3,3,11,1,shape,images/1redTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,315.6734,318.2711,1,2598,0.330729167,0.200520833,1,0,0,four_blue_stars,318.2715,319.2718,0,4,4,58,1,shape,images/4redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,319.2729,321.8886,1,2615,-0.118489583,0.27734375,1,0,0,two_yellow_triangles,321.8894,322.8877,0,5,5,15,1,shape,images/1yellowTriangle.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,322.8891,325.8881,1,2999,-0.114583333,0.256510417,1,0,0,two_yellow_triangles,325.8887,326.8868,0,6,6,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,326.8939,329.9876,1,3093,0.13671875,0.22265625,1,0,0,three_green_crosses,329.9879,330.9873,0,0,0,32,1,number,images/3blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,330.9888,333.5378,0,2549,-0.0625,0.234375,1,0,0,two_yellow_triangles,333.5399,334.5363,0,1,1,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,334.5382,342.7745,0,8237,0.361979167,0.251302083,1,0,0,four_blue_stars,342.7747,343.7696,0,2,2,2,1,number,images/1blueStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,343.7716,346.2197,1,2449,-0.33984375,0.248697917,1,0,0,one_red_dot,346.2208,347.2185,0,3,3,12,1,number,images/1yellowCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,347.2202,350.4582,1,3238,-0.390625,0.173177083,1,0,0,one_red_dot,350.4584,351.4526,0,4,4,6,1,number,images/1greenStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,351.454,353.3591,1,1906,-0.3671875,0.205729167,1,0,0,one_red_dot,353.3593,354.3522,0,5,5,11,1,number,images/1redTriangle.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,354.3537,356.751,1,2398,-0.15625,0.2265625,1,0,0,two_yellow_triangles,356.7514,357.7403,0,6,6,30,1,number,images/2yellowStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,357.751,359.7848,1,2034,0.346354167,0.263020833,1,0,0,four_blue_stars,359.7852,360.7733,0,0,0,50,1,shape,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,360.7748,364.5402,0,3766,-0.368489583,0.23046875,1,0,0,one_red_dot,364.5412,365.5343,0,1,1,4,1,shape,images/1greenCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,365.5355,368.3343,0,2799,-0.162760417,0.2421875,1,0,0,two_yellow_triangles,368.3346,369.3339,0,2,2,61,1,shape,images/4yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,369.3349,371.6008,1,2266,-0.161458333,0.2421875,1,0,0,two_yellow_triangles,371.6021,372.6009,0,3,3,63,1,shape,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,372.6023,374.2673,1,1665,-0.151041667,0.240885417,1,0,0,two_yellow_triangles,374.2677,375.266,0,4,4,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,375.2681,377.7993,1,2532,0.3671875,0.251302083,1,0,0,four_blue_stars,377.7998,378.8004,0,5,5,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,378.8019,381.0219,1,2221,-0.390625,0.259114583,1,0,0,one_red_dot,381.0221,382.016,0,6,6,41,1,shape,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,382.0255,385.1819,0,3156,-0.127604167,0.251302083,1,0,0,two_yellow_triangles,385.184,386.1829,0,0,0,43,1,colour,images/3redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,386.1842,394.2992,0,8115,0.100260417,0.25,1,0,0,three_green_crosses,394.2997,395.2983,0,1,1,32,1,colour,images/3blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,395.2997,400.9981,0,5699,-0.287760417,0.225260417,1,0,0,one_red_dot,400.9985,401.9977,0,2,2,12,1,colour,images/1yellowCross.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,402,405.4645,1,3465,-0.114583333,0.229166667,1,0,0,two_yellow_triangles,405.4661,406.4631,0,3,3,61,1,colour,images/4yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,406.4643,408.67,1,2206,-0.11328125,0.229166667,1,0,0,two_yellow_triangles,408.6701,409.6658,0,4,4,45,1,colour,images/3yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,409.6669,412.7798,1,3113,-0.11328125,0.229166667,1,0,0,two_yellow_triangles,412.7802,413.7796,0,5,5,44,1,colour,images/3yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,413.7813,417.0475,1,3266,-0.34765625,0.233072917,1,0,0,one_red_dot,417.0477,418.0455,0,6,6,56,1,colour,images/4redCrosses.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,Item 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.8135,626.8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.8132,635.2108,space,7.3678,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_08h52.00.568,Reading the Room,2026.1.3,Win32,59.88023952,5e5f4c3f3d604727f7930fc1,6a8d07dd262e1077153a9ddf,6a9dfc5f11867f821ab7a793,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,7,1,6,7,7,4,4,4,3,4,3,6,2,2,3,4,7,7,7,"I feel the evaluation may have been tilted in order to affect how people responded to the questions afterwards, but that's just a guess from having been in a few studies (and a psych major). I also freely admit my social intelligence score may be weird too.",I think it was about how people react to negative external evaluations and how they affect self-evaluations.,"It was in the context of a study, so not really sure how I would interpret it without knowing more about who I was being compared with.",I feel 14th percentile was shooting it a bit low.,Item 3,Item 1,,
